id,name,year,release,country,language,rating
2e99da22-01e5-4754-9260-263eb0fa7a40,Regular Guys (Echte Kerle),2013,1917-06-08 09:03:41,China,Swedish,4.2
d447431c-563a-44c7-9f71-19291ffa9e43,Lessons of Darkness (Lektionen in Finsternis),1901,1974-10-22 09:20:03,Japan,Chinese,3.9
ead5fcce-c02b-4be7-96a2-4987ed8bd356,Vampires,1923,1936-03-22 11:30:33,Spain,Swedish,1.5
a1a4b8ed-72a7-44c8-a873-b42552bb383b,"Viking, The",1991,1911-06-08 15:02:55,China,Swedish,1.7
8a2b54dc-213a-4003-bca6-99b56a962f4e,Duplicate,2012,1967-01-31 04:30:47,China,German,4.8
90b2e10f-b4e7-4092-ac2a-e38b3980e4f8,Kissed,1979,1980-08-23 19:01:03,China,French,3.4
114ab2ea-3fda-4f73-a2b4-c4af71d70451,E.T. the Extra-Terrestrial,1901,1962-10-14 19:35:02,China,Swedish,2.9
2583f005-ada3-4421-bf1c-8c17071fc0ad,Year of the Comet,1906,1917-08-04 04:28:06,China,German,3.8
da43a01a-675e-4ae7-8710-6f7524b044cc,"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die)",1908,1931-09-11 21:53:49,Russia,Japanese,3.8
712175c7-5bba-4041-ae58-58a81755278b,"My Father the Hero (Mon père, ce héros.)",1908,2016-04-29 23:22:51,China,Russian,3.7
8a2da740-66ee-4007-b1ec-0f31607529f6,Romeo Is Bleeding,1954,1976-07-03 19:34:41,France,Swedish,1.8
13361901-35c2-416d-ab3c-bc4f0233a208,2 Guns,1982,1993-04-13 02:07:42,United States,Swedish,2.9
ef3b30d3-49a6-467a-8374-be567ac671b4,Event Horizon,1913,1956-10-11 22:25:51,France,Spanish,2.8
8c796d45-9eda-4ded-89b2-afa3132ef8a7,Black Water,1987,1985-04-05 23:12:26,United States,English,1.1
2c244e01-268a-47fc-a816-34628528a9b4,"Black Sleep, The",1965,1911-01-26 14:59:37,China,English,3.1
398c4b7c-2b58-4ec3-ac13-8d6a86d17356,Tin Cup,1911,2002-02-10 00:54:23,China,Swedish,2.9
f0fa8e5c-db5f-443a-9d6a-cf97e74bbec1,Focus,1969,1954-09-29 06:30:34,United States,Persian,3.0
bbb740e9-955c-408d-8dd2-d8023b180552,Cats & Dogs: The Revenge of Kitty Galore,1990,1930-02-23 08:33:16,France,Persian,4.9
73ba5218-1547-4c8f-b4a1-739cb8e6b4ed,"Summer at Grandpa's, A (Dong dong de jia qi)",2013,1982-06-30 08:54:50,United States,Swedish,3.2
31e458b3-720d-463d-bd75-b8ccf4a4a599,Butterfly Girl,1999,1904-07-28 22:23:03,Sweden,Persian,1.7
34fbebdc-9224-4d9e-bf40-93738868f0b1,Vares: The Kiss of Evil (Vares - Pahan suudelma),2002,1941-05-20 15:01:10,Russia,Swedish,3.5
96455f03-8f72-4f6d-9457-b4430366b112,Futurama: Bender's Game,2015,1946-08-14 10:42:29,Sweden,Russian,3.4
5d6e76a6-e78f-436e-a81f-45fa73923333,Immortal Sergeant,1946,1906-11-20 03:11:37,China,Chinese,3.8
43d40eb1-59a9-4165-810d-3d326f8d3fd2,"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein)",1962,1907-10-07 14:50:36,China,Persian,1.3
a8531798-36ac-4ced-86e0-ff13d0efb0d9,Beck - Familjen,1960,1934-05-21 06:19:56,Russia,German,1.2
834f75dd-8f77-4922-92be-0b3ddd6b2986,My Kid Could Paint That,1954,1944-02-04 20:42:57,France,Russian,2.4
62e522ec-3863-4c14-91c3-72021a7eb693,"Official Story, The (La historia oficial)",1995,1934-01-20 12:07:11,Russia,Swedish,1.1
f2c98cea-cb67-462a-a9b7-17ac8a53d9a9,Sasquatch: The Legend of Bigfoot,1979,1915-07-01 02:20:08,Sweden,Russian,3.3
f3e61eee-34ba-419b-8b2e-822f88ae2ccd,Doctor Who: The Time of the Doctor,1903,1919-04-17 15:33:24,China,English,2.9
38f3267b-28b4-48b4-a56a-d53ee0cac660,Harvey,1970,1917-11-21 17:23:49,China,French,4.2
14d252f7-a0ed-4d35-b89a-e66ca9536716,Auschwitz: The Nazis and the 'Final Solution',1929,2019-11-14 20:53:56,China,English,3.0
a3ee4ac0-a060-4ad5-b613-9c6caeded589,Deceit,1928,1950-06-18 19:37:45,China,Spanish,3.3
a01632d4-d12c-40b7-aa92-6f508d43b524,Flashpoint,1941,1949-02-26 15:05:05,Russia,Japanese,4.4
bff53b36-9e5b-492a-a261-4f6f157743e8,Here and There (Tamo i ovde),1956,1972-01-29 01:45:22,China,English,2.6
570c8881-7ed1-4609-b083-f4b96513f1c5,Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti),1945,1907-07-17 19:13:06,China,French,3.1
00d3ce1a-ed39-40f6-a19e-4c8af20de142,Imago mortis,1927,1902-08-21 06:18:22,China,Japanese,1.3
b1b5f11b-7d63-4fff-b629-ae4adf953360,Aquamarine,1984,1971-07-07 09:59:18,Sweden,Spanish,4.6
1dd720f2-6fef-4258-96eb-0971db500c56,Sweet Liberty,1986,1924-04-17 19:36:29,China,Chinese,3.9
59c3777c-1ae7-4d75-80a4-d94a1bb5e642,How Green Was My Valley,1923,1947-02-03 06:18:08,United Kingdom,German,4.9
9bd535bb-be79-4830-8822-9230fc0b9b4c,Sodom and Gomorrah,1960,2004-10-04 19:51:56,China,French,4.3
f3f3b6f2-dee1-4862-a3f5-1ba116f80b72,Anna Karenina,2003,1949-02-07 01:51:23,China,French,1.8
cab57b4b-3995-4760-b07a-683fc1a07ecb,Finder's Fee,1903,1977-03-31 18:38:03,Japan,Japanese,3.6
b7a49a93-317a-4f4b-853f-8dcbc26a81db,Bus Stop,1902,1900-09-18 07:20:50,China,Persian,4.4
fc71b39b-78c6-434a-9e2e-88b48223e242,Stay as You Are,1957,2016-01-16 23:40:31,China,Persian,2.5
79f98061-c0f4-426c-b694-8c96a15f07b7,"Hunger Games, The",1998,2013-04-21 04:34:19,China,Swedish,4.8
a68f0166-5ceb-4559-a3bc-79708657a168,"American Carol, An",1995,1935-11-02 13:12:59,China,English,1.7
048d0bd6-dd77-4a84-878c-5417a4757cfa,Stunt Squad,1986,1963-06-25 22:43:33,France,Chinese,2.0
d89d27eb-12fd-4d48-b419-d806447bba39,Spellbound,1901,1997-09-15 01:28:58,China,Japanese,2.9
47f65236-b1e9-46f2-ae78-c9dc9b8ede36,Queen of Hearts,1966,1955-11-29 15:59:45,Russia,Japanese,2.5
7dfdf78d-8d8a-4ea9-abf4-bd575be2fe6e,Monty Python's Life of Brian,1919,2008-10-06 16:10:59,Japan,Spanish,1.9
4a7fbe5e-7990-4a48-b411-0e3894fd7d16,Miguel and William (Miguel y William),1962,1983-04-05 05:26:05,China,Swedish,1.6
fcb7020b-6163-42a2-a3ab-11da84eb1c33,"Little Rascals, The",2008,1901-11-30 00:33:01,Japan,Japanese,3.3
fc7e493d-55cd-4246-bfb9-73509f22aecc,Memoirs of a Geisha,2007,1909-01-04 08:33:49,Sweden,Spanish,2.4
55b823ef-43b3-48c8-809e-a8f7b8b0efb6,Zigeunerweisen (Tsigoineruwaizen),2006,1968-11-10 01:49:49,China,Japanese,4.5
843f4ebf-7056-42d6-9d5b-c83689ae1c0b,"Lost Son, The",2000,1922-05-05 02:23:15,Russia,German,1.4
b7f78143-7830-4629-a0aa-15a8d7788147,The Lumière Brothers' First Films,2008,1961-02-12 03:21:11,France,Persian,4.5
c4c96228-febb-414c-8a62-d8e38006029b,Mumia Abu-Jamal: A Case for Reasonable Doubt?,1963,1969-10-04 19:11:09,China,Chinese,4.9
6f1995db-3506-43d6-8675-d53db6de6fe7,Ring of Darkness,1951,1946-07-21 04:00:21,Iran,German,3.0
486a137c-f8ba-4e4e-9105-48c39efd71d4,White God (Fehér isten),1993,2000-11-27 09:07:34,United Kingdom,Chinese,2.1
bfd175a8-b03f-4975-afae-7519d9344391,Bugmaster (Mushishi),1906,1912-07-15 04:47:00,Russia,Japanese,1.8
c42859f1-3096-431e-b265-29c280f89afc,Digging Up the Marrow,1916,2012-11-02 06:04:39,Russia,German,2.7
f54b29bb-fd83-43e6-81d0-621137b0eb93,Citizen Koch,1974,1977-04-16 21:50:42,China,Persian,2.9
a8e4709e-719a-437f-b235-2ead64022bea,Repentance (Monanieba),1939,1973-07-22 16:39:16,China,French,3.0
6211aeee-f783-4385-bf68-8893af9e5a80,Cousin Bette,1913,1931-11-18 22:04:46,Russia,German,3.5
0dbde456-e2ca-4534-821c-afa7c1a68eaf,Hysteria,1968,1903-06-14 15:22:19,Russia,German,4.3
2d66ffe2-1217-4090-ae15-1d9a3c75dc8c,AmericanEast,1985,1908-10-05 16:48:45,France,Japanese,2.5
53ff71ed-bfad-4bba-9982-9f8991d188dd,Skenbart: En film om tåg,1997,1913-12-24 08:36:55,China,Persian,4.9
dd5486f1-495b-4cdf-b570-b1343e56bda5,Brothers (Veljekset),2009,1909-12-20 04:58:46,China,Persian,1.8
e6de8492-438f-418f-998c-6ea46b45ed4f,Farewell to the King,1952,1973-09-19 18:22:11,Russia,Japanese,4.9
e894b025-48dd-4c2e-8b09-5c2408afb08f,"Marshland (Isla mínima, La)",1993,1972-10-13 15:35:31,China,French,4.4
10898539-9d05-41f5-b879-4d672713fe81,Lonesome,1978,2019-11-17 09:41:23,China,Japanese,2.0
24937efe-e1b9-4e12-b6ff-9cc3ecc76fae,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha),1900,1944-07-17 11:07:01,China,Russian,4.4
dbbb9a81-d2ee-46d3-a3ec-fdb08c858b8e,Girl with a Pearl Earring,1913,1968-12-04 18:48:59,Russia,Persian,4.3
5402a9f4-5117-44da-b600-c4bce03b50c2,My Life in Orange (Sommer in Orange),1955,1983-10-09 22:57:29,China,Spanish,2.7
439a010d-b232-4bc1-9aca-e6c201ed9018,Batman: Gotham Knight,1930,1958-12-19 02:32:42,China,English,1.0
96c106c9-4d90-43e3-a6e5-f29435a20489,Warning Shadows (Schatten - Eine nächtliche Halluzination),1973,2008-10-10 12:40:23,China,Chinese,2.9
5e54cf46-1e5e-4355-83d4-2e52c14b07f2,Bride of Re-Animator,2010,1919-02-03 11:09:14,France,French,4.8
c250aa96-ccde-4414-9903-04f4f2eb58eb,"Jackal, The",1922,1960-03-06 00:27:22,United States,Persian,3.2
af55ba8b-9e91-4c1e-9368-96e10d6f71a2,Tol'able David,1904,1944-12-25 02:36:47,Russia,Swedish,5.0
63ff3386-99b5-400c-afbf-215f125954dd,Freeway,1910,2016-09-18 16:07:53,Sweden,Spanish,4.0
01fdee09-a44e-49f4-8b10-9d005736e555,Leap Year,1961,1968-08-18 13:48:43,China,German,2.7
70ec46ae-ab81-4162-aafa-09c84beaab97,Middle of Nowhere,1931,2001-06-10 00:24:17,China,English,2.7
21cd1071-423f-47bd-a88e-916fe563e1df,Believe Me,1902,1968-11-23 03:36:34,Russia,French,1.1
5cab1efa-e65e-4fb0-80ec-aba673ebedd5,Babes in Toyland,1977,1986-12-22 00:24:09,Russia,French,2.8
47d92b61-4493-404d-8c41-7bae61052162,Orphans,1944,1952-07-03 18:27:55,France,Russian,3.8
aa4d8e4d-4fda-4667-9594-0d637b82cf70,Wild Animals (Yasaeng dongmul bohoguyeog),2012,1924-12-05 04:42:15,China,French,4.5
cac65c12-2abb-4917-922e-d209b382bbbd,Recipes for Disaster,1994,1972-10-20 11:21:29,Sweden,Japanese,4.3
97456b67-ecb1-4882-a5b8-45d03fa11187,"Man Apart, A",2008,1928-09-20 17:47:55,China,French,4.8
a04b8216-940e-48a3-bc48-22b5947fb850,Chance,1986,2007-10-25 14:19:08,France,English,1.9
c0b5e12b-27d8-44b8-8f56-a7dd64b62709,Bad Company,1969,1923-02-28 09:28:03,Russia,Russian,2.2
cae131f5-5775-4341-9153-eb01531bde0e,Surviving Desire,1964,1931-11-02 04:25:50,China,French,1.1
fe3d7aa6-b4ca-470f-a903-9f1fa0965bfb,"Children of Glory (Szabadság, szerelem)",2005,1974-02-22 11:14:31,France,English,1.4
7667f492-d0f1-4d90-8bd1-4900d21cdbc6,Androcles and the Lion,1924,1997-06-17 16:40:33,China,Chinese,1.4
6657b7b8-f76b-4e70-9f96-369d1011da85,Man of the East,1908,2001-03-31 13:12:35,Russia,German,3.4
00c8fc66-d915-4f4e-ba4c-7c97c3435630,Mad Love,1901,2013-07-01 21:21:19,China,Swedish,4.3
478a544a-75a9-435e-8b00-3c0a7fc01e50,American Horror House (Sorority Horror House),1993,1993-06-04 15:46:56,Russia,Persian,2.5
b9d0b11c-1415-4705-93b6-e214b23c974c,Uprise,1982,1988-03-03 11:58:02,Russia,German,2.4
8192f388-06fa-4c58-8ab0-a5ff1ade4654,Pinocchio and the Emperor of the Night,1979,2000-10-27 23:16:55,China,French,4.8
ec431dd1-1128-4049-9da2-9cf4264c25c2,War of the Worlds 2: The Next Wave,1951,1981-11-08 15:57:04,France,Persian,3.6
00e9b84d-1506-401e-8a6b-4c723be9d206,White Wedding (Noce blanche),1978,1942-05-05 17:55:41,China,French,3.1
c3bfa0e2-f7a7-42af-9557-9eb276d675ea,Double Play: James Benning and Richard Linklater,1940,2012-03-21 04:02:48,China,Chinese,1.5
a7bfa6e2-44eb-48f0-b6a4-4ce179040455,"Indian Tomb, The (Das indische Grabmal)",1955,1953-01-22 12:27:32,United States,German,1.9
bd61da69-22ac-475e-b03f-b7bf1eceb106,"Thieves (Voleurs, Les)",1968,2009-02-10 22:38:06,Germany,Persian,3.4
5182ed53-07a9-40e3-be5a-fce8a963c837,Love,1956,1937-10-08 08:57:21,China,German,3.2
50dfd00a-fe77-4ee9-9bd7-f38d77331558,"Friends at the Margherita Cafe, The (Gli amici del bar Margherita)",1982,1917-01-11 04:12:07,China,Swedish,2.8
22de6d64-3431-4734-a711-306db35fc751,War of the Wildcats (In Old Oklahoma),1988,1999-04-21 22:54:56,China,German,2.7
f972c2e3-4a68-4670-a3ba-3528b2532969,Gate of Hell (Jigokumon),1958,1979-04-05 22:38:42,Japan,Swedish,3.7
93b9a155-f2b6-4184-8c74-1f97c8daed6e,"Witch Who Came from the Sea, The",1977,1903-12-02 06:56:56,Russia,Spanish,3.2
baa9434a-31c9-4aa6-8984-e0c9cc771f5a,Chronicles (Crónicas),1914,2017-02-19 02:02:47,Russia,Persian,1.5
69e0e4f5-4d17-46cf-a910-36ee4557b12f,Your Life in 65 (Tu vida en 65'),1968,1998-05-15 07:13:06,China,Chinese,1.8
248b2c9c-9a80-46e5-8887-e7e9b206a1fd,Made in Heaven,2001,1942-11-26 04:07:57,Sweden,Spanish,1.9
c2b2e044-925a-4368-9f95-0778929d687f,29 Palms,1956,1902-06-30 12:26:57,China,French,4.4
46404f77-9d47-4af3-8b29-0c3b2003958a,"Wind Rises, The (Kaze tachinu)",1913,1905-05-02 06:03:02,France,German,2.5
05423e0f-2fc1-493a-974c-df5c0f483865,"Sorcerer and the White Snake, The (Bai she chuan shuo)",1957,1908-08-31 02:21:41,Russia,French,3.2
fee6f364-ec81-4f8d-9fc6-bee6101921ac,The Love Letter,1932,1981-04-06 07:20:20,China,Swedish,4.5
d1098ff6-1df3-4144-83b6-113850299f10,Winter of Frozen Dreams,1928,1931-11-30 11:53:54,China,Swedish,4.3
b0a1f18f-b3c2-4172-b94f-05792cbe5b93,Pretty Baby,2011,1976-09-02 15:35:59,China,French,5.0
33005ebe-65ad-4ac0-82cd-17379ad92793,Henry,2019,1989-01-02 21:17:39,Sweden,Chinese,3.9
d982cf90-f0af-4b39-b14d-824709e72253,Out of the Fog,1973,1970-02-14 09:46:59,France,English,4.4
edd2ddbe-bd94-49d6-9599-10816b831c59,Juno and the Paycock,1994,1976-08-13 02:32:17,China,Spanish,2.2
0a4a2dfe-a88e-498d-a8da-01e89fb8f6cd,"Fidanzati, I (Fiances, The)",1920,1939-10-28 10:53:35,China,English,2.6
cce715b1-cb5c-4ba6-8ba4-ecd86444240e,Tim and Eric's Billion Dollar Movie,2018,1935-04-17 16:24:15,Sweden,Persian,1.6
e0bfb3c0-a1f1-49fb-9116-e6528baaa93a,Class Reunion,1908,1922-09-06 03:59:16,France,German,2.9
e224ee45-0f31-46d5-98a5-2b4e6109a1c7,Lethal Weapon 4,1993,1959-08-13 21:46:49,Russia,Chinese,1.5
17567373-2602-4725-a5cf-7218cda0624c,Bug,2008,1951-03-08 02:38:33,Russia,Swedish,2.7
172a56c2-b03b-45d7-8b54-0e90d0bb4ef0,I Am a Fugitive from a Chain Gang,2010,1957-10-17 21:07:51,United States,Spanish,1.1
e0fe4da1-73e9-4cd5-87ff-ceeab0dbb809,"Traveler, The (Mossafer)",1964,1934-05-16 16:16:52,China,German,2.5
c52c2c06-1972-405d-8bb5-22c6ecf1dbd0,My Chauffeur,1909,1910-01-18 09:17:25,China,Persian,4.5
4436221e-f911-4477-b96d-3241b6e799db,Profound Desires of the Gods (Kamigami no fukaki yokubo) ,1964,1929-02-28 01:31:04,China,German,1.1
61d96c76-d057-4415-a496-e5cf920ff421,Hoop Realities,1944,1972-11-23 15:05:24,China,Russian,1.7
66cb2e20-456e-4bb2-939a-edc6b6144917,"Carpetbaggers, The",1971,1999-12-09 13:11:44,China,Japanese,1.4
366a571c-e43a-462c-ad54-75ce50aa1525,Wallace & Gromit: The Wrong Trousers,2013,1947-07-28 19:01:12,China,Chinese,1.0
595ff464-18fd-460a-b117-f6a8bfd57af3,"Cry, the Beloved Country",1966,1924-04-30 14:34:42,Sweden,Swedish,1.4
7b017e0a-d747-4643-b9e7-4af30e86f549,Film ist a Girl & a Gun,2011,1960-02-13 23:41:36,China,Chinese,2.0
f5bc0bc9-6337-4038-b794-1da01b10553d,High and Dizzy,1946,1923-11-28 12:25:27,China,German,2.9
16dd2978-a542-473e-9470-0d6456852eb1,Hell (L'enfer),1954,1989-05-12 09:54:23,China,English,3.5
9f850602-c6f5-4ca9-8ab9-72d4b895de9b,Dom Hemingway,1984,1997-11-06 05:20:03,China,Swedish,4.4
76fa93b1-bbf2-4c00-86ef-b6cc1d303a8c,Kumail Nanjiani: Beta Male ,1948,1971-05-28 10:03:59,China,German,2.1
8451fb87-31bb-470b-bcec-8b7199243291,"New Age, The",1953,1906-12-29 04:57:05,United States,Japanese,3.3
0c7960d3-fc79-4f23-ae7c-240f24ca8b0c,Trailer Park of Terror,1911,1966-08-24 00:42:48,France,Chinese,1.9
7534eada-1989-40c9-861e-c9e7866b13ef,Harry and the Hendersons,1988,1935-10-17 10:01:03,China,English,2.8
332dfd2e-a30e-479e-ac0d-e78de6ed63f8,"Godfather: Part II, The",1941,1997-10-26 12:58:27,Russia,Swedish,4.6
20af5556-c4ea-4be7-83a1-94875b21e676,Rocks in my Pockets,1916,1993-06-16 08:29:53,Russia,Spanish,1.7
e8c6fd36-32bb-420e-8bd5-1c4e71f2d443,"Housemaid, The (Hanyo)",1985,1974-02-20 14:40:53,France,Spanish,3.9
b0c84e01-eca6-42b5-9d71-478a32691015,Antonio das Mortes (O Dragão da Maldade contra o Santo Guerreiro),1931,1946-12-31 02:37:44,China,German,1.4
302520be-1ee5-40c3-baa2-9ec109e5b28d,Willow Creek,1991,2009-06-21 22:38:26,China,Russian,3.4
403858c4-4e61-44be-b01f-79cc8932f885,Bottle Rocket,1930,1902-06-05 02:37:03,China,Spanish,4.5
2914a784-4247-4a58-9046-ebbd5a51c8e5,Pokémon: The First Movie,2019,1936-01-20 08:53:49,China,Russian,2.1
b6ed6cd1-561e-4f01-aab7-f512f6ca475c,"Short Film About John Bolton, A",1953,2000-01-18 12:55:22,Sweden,French,3.2
d384fc3e-ae68-4542-80a1-8191dc904ebe,Crimson Gold (Talaye sorgh),1937,1948-05-19 01:01:00,Russia,Japanese,1.4
73901c25-b91c-4ae7-bde4-847d13e00c03,"Hurt Locker, The",1916,1981-11-21 17:57:58,China,Japanese,4.4
8b0c217a-ef7c-4d43-86f8-f4055f97be4c,"Last Waltz, The",1988,1919-07-13 09:05:20,Sweden,German,2.3
87bf4f55-db8a-4bb7-bf45-bc15075946f0,Garage,1965,1971-06-20 22:56:10,China,Russian,2.5
d0afc80d-f9d5-4a81-935e-f888428f5d77,"Wolf Man, The",1969,1993-10-13 22:30:04,Russia,Persian,2.9
84534956-1fee-445d-a2f0-a2b1178240bc,Blood on the Moon,1926,1936-07-25 11:53:46,Sweden,Swedish,3.2
2133980f-34e9-4607-a679-abd20943c6fe,Without Warning,2007,2004-05-12 03:38:52,China,Swedish,2.3
5963f08e-5128-4d50-b516-929b0179610e,All Cheerleaders Die,2011,1954-06-28 00:50:38,France,Japanese,4.5
516380ae-892b-4b6d-b9ed-db98e93091cb,"Forty-first, The (Sorok pervyy)",1941,1939-12-10 14:18:11,China,German,3.4
c338312d-f71d-4be8-ada7-ad49ce549818,Firaaq,1990,2007-01-14 23:35:43,China,Japanese,1.1
5bbb05ee-347d-4158-adaa-6920d6758535,Revenge of the Nerds,1930,1928-11-12 01:16:27,China,Persian,1.7
d29af6ba-2604-4ced-b66b-166fa313ca49,"Long, Long Trailer, The",2005,1947-02-09 23:41:42,Japan,Persian,4.5
c5b952ff-c5a6-4148-a7fe-16a722628b0d,In My Skin (Dans ma Peau),1974,1971-07-20 08:46:58,Russia,English,1.7
f24f0322-848d-4333-9135-80ffccfbccfb,Heaven Help Us,2014,1952-05-14 19:57:10,China,Persian,1.1
682ee6e2-447f-4318-9703-46192bae49d7,Lost & Found,1939,1913-02-22 18:42:52,China,Spanish,4.1
402c4918-8ce3-4572-be73-8bba0accfa4b,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",1949,1924-06-06 09:03:55,China,Japanese,1.8
0ea1cc23-9722-41da-b252-3403e29e3ceb,"Bad Boy (Story of Danny Lester, The)",1922,1949-07-25 05:05:39,China,Russian,3.3
d961e238-3c64-48de-a085-465be0d4d5c2,Basket Case,1915,1942-01-23 10:21:04,China,Persian,3.4
9b7a68ea-6dd3-4a6e-a0b6-4cc32fbcf47b,Ruby in Paradise,1920,1981-12-02 23:50:18,Japan,Persian,2.4
8c7c0c79-4119-4772-b56a-17f5b7a732f7,Hollywood Shuffle,1941,1955-06-18 18:53:32,Russia,Swedish,3.4
9a73fb6b-dece-41ee-8ea0-0456040a74bd,Beneath the Darkness,1978,2016-06-03 16:55:36,Sweden,German,5.0
6a3902c4-0559-492b-8257-6cfe897d8e97,We All Loved Each Other So Much (C'eravamo tanto amati),1941,1950-02-25 05:53:52,United States,Japanese,2.5
8dedabc7-977a-40de-8fa2-02c9b5043ca7,Bio-Dome,1972,1961-03-16 07:47:08,France,German,2.9
f4c9d2f6-f044-4489-ab09-d966a4c29c11,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)",1964,2013-01-31 07:53:04,China,Japanese,3.3
856f0ff5-52d3-4271-9d5f-d9a99603f9da,Dragonfly,1983,1942-01-01 20:19:13,China,German,3.0
4d90d297-bc45-47d3-8cd4-7472532006b5,"Astronaut Farmer, The",1980,1975-05-29 04:14:50,France,Spanish,4.2
47f02de9-46a7-4d99-802e-e2f3b863f31a,Baby Mama,1914,2011-01-21 15:00:03,Russia,Swedish,2.4
a7d705a9-27dc-4334-ae30-12a9bd823e2a,Villa Rides!,1914,1967-07-28 04:53:22,China,German,2.2
bed70b1f-6b8f-4f5f-9153-a6570a4f8fa6,Breaker Morant,2017,1919-04-07 23:32:47,Russia,Persian,3.1
aa70826f-7320-4365-b8ab-4ffa68281099,Blackout,1958,1908-11-30 23:00:18,Russia,Japanese,4.9
640d26e0-fd74-4f8e-9cb8-7882f064186c,Renegades,1925,1947-06-18 11:15:15,Sweden,Persian,4.3
70b5a772-bbed-4cdb-820e-fca9f362ffc5,"Wizard, The",1906,1924-09-26 12:14:20,France,Spanish,4.7
0dc2c211-1f31-4b91-83d3-70c83352ebea,"Temptress, The",1927,1999-08-25 22:16:18,Japan,English,2.0
006ac8c5-2581-412f-b665-a6f3e261874e,The Inner Circle,2015,1952-06-29 10:19:34,China,Russian,3.3
d6d8ea35-320f-41a8-8ec4-ccea29708bd9,The Last Outpost,1941,1985-12-22 22:04:08,France,Swedish,3.6
1e6eb458-95b7-4ff4-93bd-9d572d86c8a4,Shades of Fern (Stín kapradiny),1915,1906-01-06 11:17:15,Sweden,Japanese,2.8
99e5082e-7902-44ff-9826-76fd727c82e1,"Last of England, The",1900,1935-02-07 01:26:54,Russia,Spanish,4.1
c01814a6-10c1-4bad-95aa-0ab5ef3362a5,Insidious: Chapter 2,2010,2007-10-01 01:01:23,Russia,Spanish,3.7
f900b532-122e-4d6b-b92d-dfebbaab5c16,S.O.B.,1902,1908-06-14 06:59:14,France,Persian,2.8
83163606-718e-49da-ae78-12631e978cfb,"Dancer Upstairs, The",1976,1961-11-20 19:01:14,Spain,German,2.6
4523b9bf-8d6f-4b20-9fd2-cffade111a7e,See You Next Tuesday,2005,1968-08-04 12:41:01,China,Japanese,2.0
9f67a64b-60ae-468e-bf18-a65bb03d576b,The Forgotten Faces,1955,1955-10-14 14:14:16,Russia,German,2.8
0063eadc-a13c-418e-a259-2dc63d7b372f,"Vampires, Les",2007,1921-10-07 15:05:59,China,German,2.3
aa3a0799-7db8-4546-b5eb-e5e6783afcf3,Monica Z,1994,1965-10-26 10:22:24,China,Swedish,1.7
b6e04bf5-27a0-41ac-8dca-af825f82dbf3,"Liar, The (Valehtelija)",1997,1918-12-27 19:17:35,United States,Persian,1.4
dd94e5b3-b0d8-421f-9c59-08cdf937422b,"Other End of the Line, The",1921,1916-12-12 13:49:31,China,Persian,4.3
f0f3dd24-4597-4902-b0d0-cfb339b2e7f6,"To Have, or Not (En avoir (ou pas))",2004,1968-08-26 09:03:06,China,Persian,4.2
685a2903-26f4-4027-a475-3868b0d83ecb,Porgy and Bess,1986,1997-02-06 22:05:50,China,Swedish,3.6
4bed1b04-808c-40f9-9c9f-6b4414127e66,"Hand, The",1921,1990-08-09 06:59:34,China,Spanish,3.8
f40d28c2-7cec-4c24-9c75-81aad147a3af,Schtonk!,1972,1927-04-29 22:45:52,China,German,4.1
a7fdf320-dc7f-4ddc-88c3-21c08859229e,Deterrence,1960,1987-05-12 12:07:31,China,Swedish,3.1
9b55efac-8623-425b-a602-729ad2f9b3cc,Coogan's Bluff,1900,2004-06-17 21:02:36,China,Swedish,3.8
5d9532e3-b8db-4a46-b6e8-d3269fe5171f,Vivre sa vie: Film en douze tableaux (My Life to Live),1950,1911-09-13 04:32:15,China,Chinese,3.1
6058bd4a-9a6b-44c7-b685-3a8811b591ac,"American Tail: Fievel Goes West, An",1923,1979-10-22 12:26:19,China,Russian,4.6
c0a01b17-9c6c-4212-ba52-15ce82a4f65b,At Sword's Point,1938,2019-02-18 12:37:06,Russia,French,2.7
423985c2-d86f-4c3d-ac90-4c8c054554d9,Green Street Hooligans (a.k.a. Hooligans),2012,2003-04-01 04:12:21,United States,Spanish,4.2
c3671c3b-a8d7-434f-adf2-b327f4c5bf45,"Last Kiss, The (Ultimo bacio, L')",1946,1929-05-13 09:53:57,United Kingdom,Swedish,3.8
d935347c-b415-4197-ae19-3a20f30e4696,Much Ado About Nothing,1928,1916-02-28 14:11:53,China,Spanish,4.8
a4f2f158-a567-429a-a853-15a105f8d903,"Lt. Robin Crusoe, U.S.N.",1900,1909-03-14 21:01:36,China,Russian,4.5
cc7e238b-094d-4ea9-a2ee-336628ea0e4a,"Cool School, The",1975,1913-01-08 06:44:59,China,Persian,2.3
c9353541-afae-4fce-a8ab-1f42a36b2b98,Laid To Rest,1941,1970-09-23 00:06:28,China,French,1.5
95cb3620-3cb0-434a-ad08-397057084d16,White Fang (Zanna Bianca),1905,1917-01-02 07:51:44,China,French,4.0
